schoolid,schoolname,CalendarYear,Firsttimebaryear,GradTotal,GradDidNotTake,GradTakers,graddidnottakepct,GradNoInfo,gradnoinfopct,graddidnottakenoinfopct,PriorYrFirstTimeTaker,EarlyFirstTimeTakers,TotalFirstTimeTakers,totalfirsttimepassers,reportpct,avgschoolpasspct,avgstatepasspct,avgpasspctdiff,UltimateBarYear,UltimateCohortTotal,UltimateDidNotTake,UltimateNoInfo,UltimateTakers,UltimatePassers,UltimateSchoolPassPct,GradDipPriv,AvgPassPctDipPriv,UltimateDipPriv,UltimatePassPctDipPriv
00365200,University of Houston,2013,2012,,,,,,,,,,236,,1.1144,0.8707,0.8206,0.0501,,,,,,,,,,,
00365200,University of Houston,2014,2013,,,,,,,,,,248,,0.9919,0.8821,0.8508,0.0313,,,,,,,,,,,
00365200,University of Houston,2015,2014,,,,,,,,,,233,,0.9828,0.8603,0.7742,0.0861,,,,,,,,,,,
00365200,University of Houston,2016,2015,,,,,,,,,,217,,1.0184,0.7376,0.7321,0.0055,,,,,,,,,,,
00365200,University of Houston,2017,2016,236,21,,,13,,,32,,234,,,0.8547,0.7685,0.0862,,,,,,,,,,,
00365200,University of Houston,2018,2017,236,20,,,14,,,26,,228,,,0.8422,0.7655,0.0767,2015,219,1,4,214,198,0.9252,,,,
00365200,University of Houston,2019,2018,225,32,,0.1422,2,0.0089,0.1511,24,,215,172,,0.8,0.7315,0.0685,2016,236,6,1,229,195,0.8515,,,,
00365200,University of Houston,2020,2019,221,26,,0.1176,14,0.0633,0.181,31,10,222,189,,0.8514,0.7725,0.0789,2017,236,7,3,226,200,0.885,,,,
00365200,University of Houston,2021,2020,241,56,177,0.2324,8,0.0332,0.2656,31,3,208,179,,0.8606,0.7548,0.1058,2018,225,2,2,221,205,0.9276,0,86.06,0,92.76
00365200,University of Houston,2022,2021,205,20,174,0.0976,11,0.0537,0.1512,37,0,211,182,,0.8578,0.7757,0.1001,2019,230,6,1,223,205,0.9193,0,86.26,0,91.93
00365800,University of Texas at Austin,2009,2008,,,,,,,,,,416,,0.7596,0.8892,0.8454,0.0438,,,,,,,,,,,
00365800,University of Texas at Austin,2010,2009,,,,,,,,,,374,,0.9144,0.9298,0.8442,0.0856,,,,,,,,,,,
00365800,University of Texas at Austin,2011,2010,,,,,,,,,,360,,0.8694,0.9297,0.8291,0.1006,,,,,,,,,,,
00365800,University of Texas at Austin,2012,2011,,,,,,,,,,369,,0.9133,0.9465,0.8528,0.0937,,,,,,,,,,,
00365800,University of Texas at Austin,2013,2012,,,,,,,,,,354,,0.9548,0.9171,0.8158,0.1013,,,,,,,,,,,
00365800,University of Texas at Austin,2014,2013,,,,,,,,,,353,,0.932,0.9514,0.843,0.1084,,,,,,,,,,,
00365800,University of Texas at Austin,2015,2014,,,,,,,,,,342,,0.962,0.8845,0.763,0.1215,,,,,,,,,,,
00365800,University of Texas at Austin,2016,2015,,,,,,,,,,361,,0.9058,0.8777,0.7313,0.1464,,,,,,,,,,,
00365800,University of Texas at Austin,2017,2016,353,45,,,11,,,17,,314,,,0.9395,0.768,0.1715,,,,,,,,,,,
00365800,University of Texas at Austin,2018,2017,321,16,,,18,,,34,,321,,,0.8941,0.771,0.1231,2015,357,11,8,338,289,0.855,,,,
00365800,University of Texas at Austin,2019,2018,278,16,,0.0576,7,0.0252,0.0827,19,,274,249,,0.9088,0.7324,0.1764,2016,353,21,8,324,298,0.9198,,,,
00365800,University of Texas at Austin,2020,2019,304,12,,0.0395,10,0.0329,0.0724,16,0,298,278,,0.9329,0.771,0.1619,2017,323,2,10,311,301,0.9678,,,,
00365800,University of Texas at Austin,2021,2020,323,46,270,0.1424,7,0.0217,0.1641,13,3,283,269,,0.9505,0.7882,0.1623,2018,278,1,5,272,264,0.9706,5,95.14,0,97.06
00365800,University of Texas at Austin,2022,2021,372,19,352,0.0511,1,0.0027,0.0538,45,3,397,333,,0.9461,0.7795,0.1666,2019,304,6,3,295,287,0.9729,0,83.88,0,97.29
00367000,Brigham Young University,2009,2008,,,,,,,,,,146,,0.774,0.9115,0.8558,0.0557,,,,,,,,,,,
00367000,Brigham Young University,2010,2009,,,,,,,,,,145,,0.8,0.8879,0.8418,0.0461,,,,,,,,,,,
00367000,Brigham Young University,2011,2010,,,,,,,,,,137,,0.708,0.9174,0.8511,0.0663,,,,,,,,,,,
00367000,Brigham Young University,2012,2011,,,,,,,,,,138,,0.7899,0.8991,0.8334,0.0657,,,,,,,,,,,
00367000,Brigham Young University,2013,2012,,,,,,,,,,149,,0.745,0.8469,0.801,0.0459,,,,,,,,,,,
00367000,Brigham Young University,2014,2013,,,,,,,,,,126,,0.8016,0.8613,0.8528,0.0085,,,,,,,,,,,
00367000,Brigham Young University,2015,2014,,,,,,,,,,137,,0.7664,0.8285,0.8165,0.012,,,,,,,,,,,
00367000,Brigham Young University,2016,2015,,,,,,,,,,129,,0.7364,0.8421,0.7647,0.0774,,,,,,,,,,,
00367000,Brigham Young University,2017,2016,131,22,,,2,,,30,,137,,,0.8394,0.7549,0.0845,,,,,,,,,,,
00367000,Brigham Young University,2018,2017,128,18,,,0,,,13,,123,,,0.8699,0.7885,0.0814,2015,142,6,2,134,123,0.9179,,,,
00367000,Brigham Young University,2019,2018,128,13,,0.1016,0,0,0.1016,12,,127,111,,0.874,0.7896,0.0844,2016,131,10,2,119,113,0.9496,,,,
00367000,Brigham Young University,2020,2019,137,22,,0.1606,1,0.0073,0.1679,10,0,124,111,,0.8952,0.7992,0.096,2017,128,0,2,126,117,0.9286,,,,
00367000,Brigham Young University,2021,2020,97,67,30,0.6907,0,0,0.6907,15,0,45,43,,0.9555,0.7833,0.1722,2018,128,5,1,122,118,0.9672,46,97.8,0,96.72
00367000,Brigham Young University,2022,2021,102,8,94,0.0784,0,0,0.0784,10,0,104,100,,0.9615,0.825,0.1365,2019,137,7,0,129,123,0.9535,0,96.15,1,95.38
00367500,University of Utah,2009,2008,,,,,,,,,,149,,0.745,0.8649,0.8729,-0.008,,,,,,,,,,,
00367500,University of Utah,2010,2009,,,,,,,,,,124,,0.879,0.8899,0.8894,0.0005,,,,,,,,,,,
00367500,University of Utah,2011,2010,,,,,,,,,,117,,0.8291,0.8557,0.8935,-0.0378,,,,,,,,,,,
00367500,University of Utah,2012,2011,,,,,,,,,,129,,0.8837,0.9035,0.8827,0.0208,,,,,,,,,,,
00367500,University of Utah,2013,2012,,,,,,,,,,129,,0.8682,0.8304,0.82,0.0104,,,,,,,,,,,
00367500,University of Utah,2014,2013,,,,,,,,,,136,,0.8824,0.9,0.8736,0.0264,,,,,,,,,,,
00367500,University of Utah,2015,2014,,,,,,,,,,122,,0.8525,0.9135,0.8683,0.0452,,,,,,,,,,,
00367500,University of Utah,2016,2015,,,,,,,,,,128,,0.8828,0.8142,0.7934,0.0208,,,,,,,,,,,
00367500,University of Utah,2017,2016,117,17,,,7,,,14,,107,,,0.8411,0.7679,0.0732,,,,,,,,,,,
00367500,University of Utah,2018,2017,111,9,,,4,,,13,,111,,,0.8648,0.8193,0.0455,2015,125,2,6,117,108,0.9231,,,,
00367500,University of Utah,2019,2018,98,17,,0.1735,0,0,0.1735,7,,88,76,,0.8636,0.8177,0.0459,2016,117,3,6,108,99,0.9167,,,,
00367500,University of Utah,2020,2019,81,8,,0.0988,0,0,0.0988,0,0,73,66,,0.9041,0.841,0.0631,2017,111,5,0,106,99,0.934,,,,
00367500,University of Utah,2021,2020,92,82,10,0.8913,0,0,0.8913,8,0,18,17,,0.9444,0.7838,0.1606,2018,99,3,1,95,91,0.9579,71,98.88,0,95.79
00367500,University of Utah,2022,2021,88,11,76,0.125,1,0.0114,0.1364,9,0,85,79,,0.9294,0.8762,0.0532,2019,81,1,0,79,76,0.962,0,92.94,0,96.2
00370500,William and Mary Law School,2009,2008,,,,,,,,,,201,,0.7114,0.9091,0.8355,0.0736,,,,,,,,,,,
00370500,William and Mary Law School,2010,2009,,,,,,,,,,210,,0.9095,0.9163,0.8039,0.1124,,,,,,,,,,,
00370500,William and Mary Law School,2011,2010,,,,,,,,,,207,,0.9662,0.935,0.7965,0.1385,,,,,,,,,,,
00370500,William and Mary Law School,2012,2011,,,,,,,,,,198,,0.9242,0.8909,0.8074,0.0835,,,,,,,,,,,
00370500,William and Mary Law School,2013,2012,,,,,,,,,,188,,0.9468,0.8987,0.79,0.1087,,,,,,,,,,,
00370500,William and Mary Law School,2014,2013,,,,,,,,,,209,,0.9474,0.8947,0.797,0.0977,,,,,,,,,,,
00370500,William and Mary Law School,2015,2014,,,,,,,,,,215,,1,0.8843,0.7497,0.1346,,,,,,,,,,,
00370500,William and Mary Law School,2016,2015,,,,,,,,,,166,,1,0.8551,0.741,0.1141,,,,,,,,,,,
00370500,William and Mary Law School,2017,2016,227,6,,,3,,,5,,223,,,0.9148,0.738,0.1768,,,,,,,,,,,
00370500,William and Mary Law School,2018,2017,208,1,,,9,,,2,,200,,,0.91,0.7604,0.1496,2015,179,6,8,165,140,0.8485,,,,
00370500,William and Mary Law School,2019,2018,185,5,,0.027,1,0.0054,0.0324,1,,180,167,,0.9278,0.7579,0.1699,2016,227,3,5,219,201,0.9178,,,,
00370500,William and Mary Law School,2020,2019,229,12,,0.0524,10,0.0437,0.0961,2,0,209,190,,0.9091,0.7753,0.1338,2017,208,2,4,202,194,0.9604,,,,
00370500,William and Mary Law School,2021,2020,182,13,159,0.0714,10,0.0549,0.1264,3,0,162,157,,0.9692,0.8092,0.16,2018,186,3,1,182,178,0.978,1,96.94,0,97.8
00370500,William and Mary Law School,2022,2021,179,10,165,0.0559,4,0.0223,0.0782,13,0,178,167,,0.9382,0.7866,0.1516,2019,229,8,6,215,206,0.9581,0,93.82,0,95.81
00374400,University of Richmond,2009,2008,,,,,,,,,,170,,0.7471,0.9055,0.827,0.0785,,,,,,,,,,,
00374400,University of Richmond,2010,2009,,,,,,,,,,153,,0.8301,0.8268,0.7706,0.0562,,,,,,,,,,,
00374400,University of Richmond,2011,2010,,,,,,,,,,156,,0.859,0.8209,0.7815,0.0394,,,,,,,,,,,
00374400,University of Richmond,2012,2011,,,,,,,,,,169,,0.7574,0.8359,0.7965,0.0394,,,,,,,,,,,
00374400,University of Richmond,2013,2012,,,,,,,,,,152,,0.7895,0.8333,0.7757,0.0576,,,,,,,,,,,
00374400,University of Richmond,2014,2013,,,,,,,,,,146,,0.911,0.812,0.7802,0.0318,,,,,,,,,,,
00374400,University of Richmond,2015,2014,,,,,,,,,,142,,0.8662,0.8618,0.7241,0.1377,,,,,,,,,,,
00374400,University of Richmond,2016,2015,,,,,,,,,,145,,0.8483,0.813,0.7448,0.0682,,,,,,,,,,,
00374400,University of Richmond,2017,2016,148,7,,,1,,,6,,146,,,0.8493,0.7499,0.0994,,,,,,,,,,,
00374400,University of Richmond,2018,2017,149,13,,,0,,,3,,139,,,0.741,0.7601,-0.0191,2015,159,3,0,156,141,0.9038,,,,
00374400,University of Richmond,2019,2018,181,16,,0.0884,2,0.011,0.0994,7,,170,131,,0.7706,0.7493,0.0213,2016,148,4,1,143,131,0.9161,,,,
00374400,University of Richmond,2020,2019,120,10,,0.0833,1,0.0083,0.0917,7,0,116,95,,0.819,0.7732,0.0458,2017,149,6,0,143,128,0.8951,,,,
00374400,University of Richmond,2021,2020,116,17,97,0.1466,2,0.0172,0.1638,4,1,101,93,,0.9208,0.8234,0.0974,2018,181,9,2,170,156,0.9176,3,92.31,0,91.76
00374400,University of Richmond,2022,2021,134,18,116,0.1343,0,0,0.1343,9,0,125,106,,0.848,0.7832,0.0648,2019,120,5,0,115,107,0.9304,0,84.8,0,93.04
00374500,University of Virginia,2009,2008,,,,,,,,,,382,,0.9424,0.9806,0.853,0.1276,,,,,,,,,,,
00374500,University of Virginia,2010,2009,,,,,,,,,,349,,1,0.9428,0.8231,0.1197,,,,,,,,,,,
00374500,University of Virginia,2011,2010,,,,,,,,,,311,,1,0.9485,0.8108,0.1377,,,,,,,,,,,
00374500,University of Virginia,2012,2011,,,,,,,,,,342,,0.7836,0.9516,0.8095,0.1421,,,,,,,,,,,
00374500,University of Virginia,2013,2012,,,,,,,,,,339,,0.8555,0.9517,0.795,0.1567,,,,,,,,,,,
00374500,University of Virginia,2014,2013,,,,,,,,,,344,,0.8052,0.9278,0.807,0.1208,,,,,,,,,,,
00374500,University of Virginia,2015,2014,,,,,,,,,,329,,0.8936,0.9352,0.7556,0.1796,,,,,,,,,,,
00374500,University of Virginia,2016,2015,,,,,,,,,,350,,0.8486,0.9394,0.7389,0.2005,,,,,,,,,,,
00374500,University of Virginia,2017,2016,329,14,,,2,,,0,,313,,,0.9233,0.7528,0.1705,,,,,,,,,,,
00374500,University of Virginia,2018,2017,297,9,,,1,,,0,,287,,,0.9652,0.7753,0.1899,2015,366,6,3,357,355,0.9944,,,,
00374500,University of Virginia,2019,2018,299,7,,0.0234,0,0,0.0234,9,,301,287,,0.9535,0.7446,0.2089,2016,329,0,3,326,319,0.9785,,,,
00374500,University of Virginia,2020,2019,288,8,,0.0278,0,0,0.0278,5,0,285,273,,0.9579,0.7769,0.181,2017,297,3,0,294,293,0.9966,,,,
00374500,University of Virginia,2021,2020,313,20,293,0.0639,0,0,0.0639,10,0,303,298,,0.9835,0.8034,0.1801,2018,299,3,0,296,293,0.9899,2,98.36,0,98.99
00374500,University of Virginia,2022,2021,318,4,314,0.0126,0,0,0.0126,14,0,328,311,,0.9482,0.799,0.1492,2019,288,2,0,286,284,0.993,0,94.82,0,99.3
00374900,George Mason University,2009,2008,,,,,,,,,,183,,0.7104,0.8846,0.827,0.0576,,,,,,,,,,,
00374900,George Mason University,2010,2009,,,,,,,,,,226,,0.7832,0.8814,0.7719,0.1095,,,,,,,,,,,
00374900,George Mason University,2011,2010,,,,,,,,,,232,,0.7672,0.8427,0.7848,0.0579,,,,,,,,,,,
00374900,George Mason University,2012,2011,,,,,,,,,,155,,0.8194,0.9055,0.7965,0.109,,,,,,,,,,,
00374900,George Mason University,2013,2012,,,,,,,,,,208,,0.7163,0.859,0.7768,0.0822,,,,,,,,,,,
00374900,George Mason University,2014,2013,,,,,,,,,,250,,0.7,0.9314,0.7739,0.1575,,,,,,,,,,,
00374900,George Mason University,2015,2014,,,,,,,,,,167,,0.8024,0.7239,0.7241,-0.0002,,,,,,,,,,,
00374900,George Mason University,2016,2015,,,,,,,,,,145,,0.8414,0.7541,0.7352,0.0189,,,,,,,,,,,
00374900,George Mason University,2017,2016,140,23,,,3,,,10,,124,,,0.8306,0.7441,0.0865,,,,,,,,,,,
00374900,George Mason University,2018,2017,143,12,,,0,,,19,,150,,,0.86,0.7513,0.1087,2015,145,3,0,142,137,0.9648,,,,
00374900,George Mason University,2019,2018,148,24,,0.1622,0,0,0.1622,11,,135,114,,0.8445,0.7363,0.1082,2016,140,1,4,135,127,0.9407,,,,
00374900,George Mason University,2020,2019,164,27,,0.1646,0,0,0.1646,20,0,157,138,,0.879,0.7507,0.1283,2017,143,3,1,139,132,0.9496,,,,
00374900,George Mason University,2021,2020,177,47,128,0.2655,2,0.0113,0.2768,20,0,148,141,,0.9527,0.7927,0.16,2018,148,3,1,144,134,0.9306,4,95.39,0,93.06
00374900,George Mason University,2022,2021,154,20,132,0.1299,2,0.013,0.1429,28,0,160,145,,0.9062,0.7854,0.1208,2019,164,7,1,156,155,0.9936,0,90.63,0,99.36
00376800,Washington and Lee University,2009,2008,,,,,,,,,,138,,0.7029,0.8555,0.844,0.0115,,,,,,,,,,,
00376800,Washington and Lee University,2010,2009,,,,,,,,,,129,,0.7442,0.8542,0.808,0.0462,,,,,,,,,,,
00376800,Washington and Lee University,2011,2010,,,,,,,,,,118,,0.7288,0.8024,0.7993,0.0031,,,,,,,,,,,
00376800,Washington and Lee University,2012,2011,,,,,,,,,,122,,0.7049,0.9185,0.8053,0.1132,,,,,,,,,,,
00376800,Washington and Lee University,2013,2012,,,,,,,,,,127,,0.7087,0.7556,0.7878,-0.0322,,,,,,,,,,,
00376800,Washington and Lee University,2014,2013,,,,,,,,,,141,,0.7234,0.8234,0.7981,0.0253,,,,,,,,,,,
00376800,Washington and Lee University,2015,2014,,,,,,,,,,124,,0.9758,0.9092,0.7535,0.1557,,,,,,,,,,,
00376800,Washington and Lee University,2016,2015,,,,,,,,,,169,,1,0.9112,0.7405,0.1707,,,,,,,,,,,
00376800,Washington and Lee University,2017,2016,94,7,,,1,,,7,,93,,,0.8709,0.7317,0.1392,,,,,,,,,,,
00376800,Washington and Lee University,2018,2017,98,8,,,0,,,6,,96,,,0.875,0.7633,0.1117,2015,176,1,2,173,160,0.9249,,,,
00376800,Washington and Lee University,2019,2018,114,5,,0.0439,0,0,0.0439,9,,118,102,,0.8644,0.7302,0.1342,2016,94,1,1,92,86,0.9348,,,,
00376800,Washington and Lee University,2020,2019,110,5,,0.0455,0,0,0.0455,2,0,107,96,,0.8972,0.7699,0.1273,2017,98,0,0,98,93,0.949,,,,
00376800,Washington and Lee University,2021,2020,154,19,135,0.1234,0,0,0.1234,0,0,135,125,,0.9259,0.8058,0.1201,2018,114,3,0,111,105,0.9459,0,92.59,0,94.59
00376800,Washington and Lee University,2022,2021,118,4,114,0.0339,0,0,0.0339,14,0,128,111,,0.8672,0.7829,0.0843,2019,109,2,0,107,104,0.972,0,86.72,0,97.2
00377800,Gonzaga University,2009,2008,,,,,,,,,,171,,0.9591,0.7989,0.7692,0.0297,,,,,,,,,,,
00377800,Gonzaga University,2010,2009,,,,,,,,,,172,,0.8663,0.7115,0.7676,-0.0561,,,,,,,,,,,
00377800,Gonzaga University,2011,2010,,,,,,,,,,181,,0.7293,0.7879,0.7456,0.0423,,,,,,,,,,,
00377800,Gonzaga University,2012,2011,,,,,,,,,,147,,0.8095,0.7394,0.6948,0.0446,,,,,,,,,,,
00377800,Gonzaga University,2013,2012,,,,,,,,,,171,,0.7836,0.7313,0.677,0.0543,,,,,,,,,,,
00377800,Gonzaga University,2014,2013,,,,,,,,,,167,,0.8443,0.9077,0.8166,0.0911,,,,,,,,,,,
00377800,Gonzaga University,2015,2014,,,,,,,,,,152,,0.7303,0.7748,0.802,-0.0272,,,,,,,,,,,
00377800,Gonzaga University,2016,2015,,,,,,,,,,119,,0.8067,0.8334,0.7837,0.0497,,,,,,,,,,,
00377800,Gonzaga University,2017,2016,118,23,,,0,,,10,,105,,,0.7238,0.7497,-0.0259,,,,,,,,,,,
00377800,Gonzaga University,2018,2017,103,10,,,0,,,22,,115,,,0.6869,0.7729,-0.086,2015,120,1,2,117,113,0.9658,,,,
00377800,Gonzaga University,2019,2018,99,12,,0.1212,0,0,0.1212,11,,98,68,,0.6939,0.7541,-0.0602,2016,118,0,1,117,98,0.8376,,,,
00377800,Gonzaga University,2020,2019,109,15,,0.1376,0,0,0.1376,9,0,103,78,,0.7573,0.7586,-0.0013,2017,103,3,0,100,91,0.91,,,,
00377800,Gonzaga University,2021,2020,104,72,32,0.6923,0,0,0.6923,11,0,43,36,,0.8372,0.7498,0.0874,2018,99,3,0,96,88,0.9167,58,93.07,1,91.75
00377800,Gonzaga University,2022,2021,141,17,124,0.1206,0,0,0.1206,15,0,139,114,,0.8202,0.8069,0.0133,2019,109,1,0,107,92,0.8598,0,82.01,10,87.18
00379001,Seattle University,2009,2008,,,,,,,,,,326,,0.8896,0.7897,0.744,0.0457,,,,,,,,,,,
00379001,Seattle University,2010,2009,,,,,,,,,,323,,0.9009,0.756,0.7442,0.0118,,,,,,,,,,,
00379001,Seattle University,2011,2010,,,,,,,,,,306,,0.9379,0.777,0.7122,0.0648,,,,,,,,,,,
00379001,Seattle University,2012,2011,,,,,,,,,,296,,0.8446,0.76,0.6443,0.1157,,,,,,,,,,,
00379001,Seattle University,2013,2012,,,,,,,,,,316,,0.8639,0.7143,0.6009,0.1134,,,,,,,,,,,
00379001,Seattle University,2014,2013,,,,,,,,,,298,,0.906,0.8222,0.8195,0.0027,,,,,,,,,,,
00379001,Seattle University,2015,2014,,,,,,,,,,296,,0.8986,0.7594,0.8074,-0.048,,,,,,,,,,,
00379001,Seattle University,2016,2015,,,,,,,,,,244,,0.8934,0.7569,0.8034,-0.0465,,,,,,,,,,,
00379001,Seattle University,2017,2016,222,37,,,5,,,58,,238,,,0.7605,0.765,-0.0045,,,,,,,,,,,
00379001,Seattle University,2018,2017,239,66,,,0,,,36,,209,,,0.7512,0.7751,-0.0239,2015,262,17,2,243,222,0.9136,,,,
00379001,Seattle University,2019,2018,178,51,,0.2865,0,0,0.2865,53,,180,125,,0.6945,0.7699,-0.0754,2016,222,8,2,212,205,0.967,,,,
00379001,Seattle University,2020,2019,180,53,,0.2944,0,0,0.2944,47,0,174,124,,0.7127,0.7551,-0.0424,2017,240,18,0,222,204,0.9189,,,,
00379001,Seattle University,2021,2020,184,149,31,0.8098,4,0.0217,0.8315,34,0,65,50,,0.7692,0.7404,0.0288,2018,178,0,8,170,150,0.8824,115,91.67,0,88.24
00379001,Seattle University,2022,2021,193,34,150,0.1762,9,0.0466,0.2228,31,0,182,139,,0.7582,0.8224,-0.0642,2019,180,30,7,143,128,0.8951,0,76.37,25,91.07
00379800,University of Washington,2009,2008,,,,,,,,,,159,,0.7799,0.8468,0.744,0.1028,,,,,,,,,,,
00379800,University of Washington,2010,2009,,,,,,,,,,160,,0.7,0.875,0.7442,0.1308,,,,,,,,,,,
00379800,University of Washington,2011,2010,,,,,,,,,,176,,0.9375,0.8242,0.7122,0.112,,,,,,,,,,,
00379800,University of Washington,2012,2011,,,,,,,,,,166,,1.006,0.8144,0.6443,0.1701,,,,,,,,,,,
00379800,University of Washington,2013,2012,,,,,,,,,,175,,0.7086,0.9435,0.6009,0.3426,,,,,,,,,,,
00379800,University of Washington,2014,2013,,,,,,,,,,173,,0.7977,0.9348,0.8195,0.1153,,,,,,,,,,,
00379800,University of Washington,2015,2014,,,,,,,,,,198,,0.8687,0.843,0.8074,0.0356,,,,,,,,,,,
00379800,University of Washington,2016,2015,,,,,,,,,,194,,0.8093,0.9045,0.8034,0.1011,,,,,,,,,,,
00379800,University of Washington,2017,2016,149,14,,,0,,,20,,155,,,0.9097,0.7572,0.1525,,,,,,,,,,,
00379800,University of Washington,2018,2017,175,14,,,0,,,13,,174,,,0.8505,0.7725,0.078,2015,194,3,0,191,189,0.9895,,,,
00379800,University of Washington,2019,2018,174,13,,0.0747,0,0,0.0747,6,,167,152,,0.9102,0.7643,0.1459,2016,149,4,0,145,137,0.9448,,,,
00379800,University of Washington,2020,2019,155,18,,0.1161,0,0,0.1161,10,0,147,124,,0.8435,0.7578,0.0857,2017,175,8,3,164,163,0.9939,,,,
00379800,University of Washington,2021,2020,162,148,14,0.9136,0,0,0.9136,10,0,24,20,,0.8333,0.7647,0.0686,2018,174,2,0,172,172,1,114,97.1,0,100
00379800,University of Washington,2022,2021,166,20,146,0.1205,0,0,0.1205,9,0,155,141,,0.9221,0.8205,0.1016,2019,159,5,0,153,140,0.915,0,90.97,6,91.82
00382700,West Virginia University,2009,2008,,,,,,,,,,149,,0.7114,0.7547,0.7997,-0.045,,,,,,,,,,,
00382700,West Virginia University,2010,2009,,,,,,,,,,126,,0.8175,0.8058,0.8146,-0.0088,,,,,,,,,,,
00382700,West Virginia University,2011,2010,,,,,,,,,,129,,0.7984,0.7282,0.7644,-0.0362,,,,,,,,,,,
00382700,West Virginia University,2012,2011,,,,,,,,,,124,,0.7661,0.7895,0.8288,-0.0393,,,,,,,,,,,
00382700,West Virginia University,2013,2012,,,,,,,,,,142,,0.7324,0.7692,0.8157,-0.0465,,,,,,,,,,,
00382700,West Virginia University,2014,2013,,,,,,,,,,127,,0.7165,0.7692,0.7619,0.0073,,,,,,,,,,,
00382700,West Virginia University,2015,2014,,,,,,,,,,119,,0.7311,0.7586,0.8182,-0.0596,,,,,,,,,,,
00382700,West Virginia University,2016,2015,,,,,,,,,,122,,0.7049,0.7558,0.7861,-0.0303,,,,,,,,,,,
00382700,West Virginia University,2017,2016,107,14,,,7,,,7,,93,,,0.6559,0.7352,-0.0793,,,,,,,,,,,
00382700,West Virginia University,2018,2017,110,14,,,0,,,8,,104,,,0.7981,0.7501,0.048,2015,134,4,5,125,110,0.88,,,,
00382700,West Virginia University,2019,2018,92,12,,0.1304,0,0,0.1304,13,,93,66,,0.7097,0.7028,0.0069,2016,107,6,4,97,83,0.8557,,,,
00382700,West Virginia University,2020,2019,100,9,,0.09,1,0.01,0.1,7,2,99,63,,0.6363,0.6998,-0.0635,2017,110,3,0,107,100,0.9346,,,,
00382700,West Virginia University,2021,2020,106,14,89,0.1321,3,0.0283,0.1604,1,0,90,74,,0.8222,0,0.8222,2018,92,4,0,88,74,0.8409,0,82.22,0,84.09
00382700,West Virginia University,2022,2021,103,8,95,0.0777,0,0,0.0777,11,0,106,68,,0.6415,0.6444,-0.0029,2019,102,6,0,96,79,0.8229,0,64.15,0,82.29
00386300,Marquette University,2009,2008,,,,,,,,,,212,,1,1,0.9179,0.0821,,,,,,,,,,,
00386300,Marquette University,2010,2009,,,,,,,,,,212,,1,1,0.908,0.092,,,,,,,,,,,
00386300,Marquette University,2011,2010,,,,,,,,,,257,,,,,,,,,,,,,,,,
00386300,Marquette University,2011,2010,,,,,,,,,,257,,1.0934,,,,,,,,,,,,,,
00386300,Marquette University,2012,2011,,,,,,,,,,243,,0.9053,1,0.8849,0.1151,,,,,,,,,,,
00386300,Marquette University,2013,2012,,,,,,,,,,228,,0.9167,1,0.8619,0.1381,,,,,,,,,,,
00386300,Marquette University,2014,2013,,,,,,,,,,242,,0.8926,1,0.8987,0.1013,,,,,,,,,,,
00386300,Marquette University,2015,2014,,,,,,,,,,219,,0.9132,0.995,0.8122,0.1828,,,,,,,,,,,
00386300,Marquette University,2016,2015,,,,,,,,,,221,,0.9548,1,0.7711,0.2289,,,,,,,,,,,
00386300,Marquette University,2017,2016,191,5,,,0,,,1,,187,,,0.9893,0.7354,0.2539,,,,,,,,,,,
00386300,Marquette University,2018,2017,191,3,,,7,,,2,,183,,,1,0.7883,0.2117,2015,229,8,0,221,220,0.9955,,,,
00386300,Marquette University,2019,2018,172,4,,0.0233,4,0.0233,0.0465,2,,166,164,,0.988,0.7745,0.2135,2016,191,3,0,188,187,0.9947,,,,
00386300,Marquette University,2020,2019,181,0,,0,4,0.0221,0.0221,1,0,178,177,,0.9944,0.77,0.2244,2017,191,1,0,190,188,0.9895,,,,
00386300,Marquette University,2021,2020,172,166,6,0.9651,0,0,0.9651,0,0,6,3,,0.5,0.8012,-0.3012,2018,172,171,0,1,0,0,162,98.21,167,99.4
00386300,Marquette University,2022,2021,189,187,2,0.9894,0,0,0.9894,0,0,2,1,,0.5,0.7718,-0.2718,2019,181,179,0,2,2,1,182,99.46,177,100
00389500,University of Wisconsin,2009,2008,,,,,,,,,,288,,1,0.9931,0.9179,0.0752,,,,,,,,,,,
00389500,University of Wisconsin,2010,2009,,,,,,,,,,295,,0.9322,1,0.908,0.092,,,,,,,,,,,
00389500,University of Wisconsin,2011,2010,,,,,,,,,,254,,1,0.9921,0.9293,0.0628,,,,,,,,,,,
00389500,University of Wisconsin,2012,2011,,,,,,,,,,251,,1,0.996,0.8849,0.1111,,,,,,,,,,,
00389500,University of Wisconsin,2013,2012,,,,,,,,,,284,,0.9965,1,0.8619,0.1381,,,,,,,,,,,
00389500,University of Wisconsin,2014,2013,,,,,,,,,,244,,0.9918,1,0.8987,0.1013,,,,,,,,,,,
00389500,University of Wisconsin,2015,2014,,,,,,,,,,250,,0.996,1,0.8122,0.1878,,,,,,,,,,,
00389500,University of Wisconsin,2016,2015,,,,,,,,,,213,,0.9953,1,0.7711,0.2289,,,,,,,,,,,
00389500,University of Wisconsin,2017,2016,184,0,,,0,,,0,,184,,,1,0.7347,0.2653,,,,,,,,,,,
